"word","n"
"inaccurate",1
"inadequacy",1
"incarnation",1
"incidents",1
"inclined",1
"incomplete",1
"incorporate",1
"incorporation",1
"incorporations",1
"incremental",1
"incur",1
"incurred",1
"indicating",1
"indication",1
"indicators",1
"indispensable",1
"individualist",1
"inductive",1
"industrialised",1
"industry's",1
"influences",1
"influencing",1
"informality",1
"informally",1
"informants",1
"informed",1
"informing",1
"infrastructure",1
"infrequent",1
"infusion",1
"ingredient",1
"inlogov",1
"inquiry",1
"insignificant",1
"instances",1
"institute",1
"institution",1
"instrumental",1
"insufficient",1
"integrates",1
"integrating",1
"intelligence",1
"intensive",1
"interacting",1
"interdependencies",1
"interface",1
"interlocking",1
"internalise",1
"internationally",1
"interplay",1
"interrelated",1
"interrelationships",1
"intertwined",1
"interviewees",1
"introduce",1
"introduced",1
"intuitive",1
"invest",1
"investable",1
"invested",1
"investee",1
"investigated",1
"investigation",1
"investigative",1
"investor's",1
"inveterate",1
"issuance",1
"italia's",1
"italian",1
"japan's",1
"jesse",1
"job",1
"jointly",1
"judgemental",1
"judging",1
"judicial",1
"justice",1
"justifying",1
"keeping",1
"kenyan",1
"kinds",1
"knowing",1
"knowledgeable",1
"l'absence",1
"l'entreprise",1
"la",1
"lastly",1
"lay",1
"layoffs",1
"learn",1
"learnt",1
"leave",1
"left",1
"legislative",1
"legitimately",1
"lend",1
"lens",1
"lenses",1
"lessons",1
"leurs",1
"leuz",1
"lexical",1
"liabilities",1
"liability",1
"liees",1
"limiting",1
"limits",1
"linck",1
"lines",1
"linkage",1
"linked",1
"lippman",1
"lisrel",1
"listing",1
"lives",1
"located",1
"location",1
"logistic",1
"london",1
"lord",1
"loss",1
"lowers",1
"lowest",1
"ltips",1
"lucian",1
"lydenberg",1
"madrid",1
"magnitude",1
"maintains",1
"maintenance",1
"males",1
"management's",1
"managements",1
"manager's",1
"mandates",1
"manipulating",1
"margin",1
"margins",1
"marked",1
"market's",1
"marketwide",1
"mary's",1
"mass",1
"match",1
"matching",1
"materialise",1
"maturities",1
"maximise",1
"mdax",1
"meaningful",1
"meantime",1
"measurement",1
"measuring",1
"mechanics",1
"media",1
"mediate",1
"mediation",1
"meets",1
"men's",1
"mentoring",1
"merits",1
"message",1
"metalworking",1
"methods",1
"million",1
"mindful",1
"mining",1
"mirror",1
"misaligned",1
"misappropriation",1
"mobilise",1
"mobilised",1
"mobilising",1
"modalities",1
"modelled",1
"moderated",1
"moderately",1
"moderates",1
"monist",1
"month",1
"monthly",1
"montrons",1
"moral",1
"motivate",1
"motivations",1
"motives",1
"moving",1
"multinationals",1
"municipalities",1
"murphy",1
"mutating",1
"mutually",1
"mva",1
"myriad",1
"nairobi",1
"nasdaq",1
"nationality",1
"nations",1
"nbim",1
"ned",1
"negate",1
"neglected",1
"nepotism",1
"networking",1
"newspaper",1
"nigerian",1
"nippon",1
"nominating",1
"nonprofit",1
"norges",1
"normative",1
"norms",1
"norway's",1
"notre",1
"notwithstanding",1
"nse",1
"null",1
"numerically",1
"numerous",1
"nyse",1
"nz",1
"objectively",1
"objects",1
"observation",1
"observational",1
"observe",1
"observer",1
"obstacles",1
"obtaining",1
"occupation",1
"occurrence",1
"odds",1
"offering",1
"offerings",1
"officer",1
"official",1
"offset",1
"oil",1
"olivencia",1
"olivetti's",1
"ols",1
"omitted",1
"ongoing",1
"onslaught",1
"opaque",1
"operated",1
"operation",1
"operational",1
"opponent",1
"opposed",1
"opt",1
"optimistically",1
"optimum",1
"option's",1
"organisation's",1
"organise",1
"orientation",1
"ou",1
"outlined",1
"outlining",1
"outperform",1
"outperforming",1
"output",1
"outright",1
"outsiders",1
"outstanding",1
"overbooking",1
"overcomes",1
"overstate",1
"overstated",1
"overtime",1
"packages",1
"pairs",1
"papers",1
"par",1
"parent",1
"participant",1
"participating",1
"particulars",1
"particulier",1
"parties",1
"partly",1
"partner",1
"partners",1
"passage",1
"paying",1
"peak",1
"pearce",1
"peculiar",1
"penrose's",1
"perceive",1
"performed",1
"perfunctory",1
"permanent",1
"permitted",1
"permitting",1
"persistence",1
"persistently",1
"personnel",1
"persuasive",1
"phd",1
"phenomenon",1
"philosophers",1
"philosophy",1
"pioneering",1
"pivotal",1
"plans",1
"players",1
"plcs",1
"pleasing",1
"pluralist",1
"policymakers",1
"pooled",1
"poor's",1
"populous",1
"positioning",1
"posits",1
"possess",1
"possibilities",1
"potent",1
"potentielle",1
"powerful",1
"powers",1
"practical",1
"pre",1
"precedent",1
"predicated",1
"predicted",1
"prediction",1
"predicts",1
"predisons",1
"predit",1
"predominant",1
"predominantly",1
"preference",1
"preliminary",1
"premise",1
"prepared",1
"prescribed",1
"press",1
"prestige",1
"presumption",1
"prevailing",1
"prevails",1
"prevalence",1
"prevalent",1
"prevented",1
"pricing",1
"prima",1
"priori",1
"priority",1
"privatisation's",1
"proactive",1
"proactively",1
"probe",1
"procedural",1
"productive",1
"productively",1
"products",1
"professionals",1
"profound",1
"program",1
"programme",1
"programmes",1
"progression",1
"project",1
"proliferation",1
"prominence",1
"promise",1
"promoted",1
"proofs",1
"property",1
"proportions",1
"proposals",1
"prospect",1
"prospective",1
"proved",1
"providers",1
"provoked",1
"proxies",1
"proximity",1
"psychological",1
"psychology",1
"puisque",1
"pull",1
"purchasers",1
"purposefully",1
"purposes",1
"pursued",1
"pyramidal",1
"qu'ils",1
"qu'un",1
"quantitatively",1
"quantity",1
"queensland",1
"questioning",1
"race",1
"raised",1
"random",1
"rang",1
"ranging",1
"rank",1
"rapport",1
"rare",1
"rarefied",1
"rarely",1
"rates",1
"rationale",1
"reached",1
"real",1
"realisation",1
"realistic",1
"reasoning",1
"receipt",1
"recognised",1
"recognize",1
"recommendation",1
"reconciling",1
"recorded",1
"recruitment",1
"reduced",1
"reduces",1
"reduction",1
"references",1
"refocusing",1
"regimes",1
"regional",1
"regions",1
"regressions",1
"regulated",1
"regulating",1
"rein",1
"reinforce",1
"reinforcement",1
"reject",1
"relate",1
"released",1
"reliance",1
"relinquishment",1
"rely",1
"remains",1
"remarkable",1
"remove",1
"rendered",1
"reoriented",1
"repeatedly",1
"repetto",1
"replace",1
"replacements",1
"replacing",1
"represent",1
"representative",1
"representing",1
"represents",1
"reproduce",1
"reputations",1
"require",1
"required",1
"requirement",1
"requiring",1
"researcher",1
"reserves",1
"resolutions",1
"respecting",1
"respective",1
"respects",1
"respond",1
"respondents",1
"response",1
"responses",1
"responsiveness",1
"restructure",1
"restructured",1
"rests",1
"retail",1
"retirement",1
"revealed",1
"reversed",1
"reverses",1
"rewarded",1
"rich",1
"rigour",1
"ripple",1
"rise",1
"robert",1
"rogue",1
"roi",1
"rotation",1
"rule",1
"running",1
"safeguards",1
"saint",1
"sales",1
"salient",1
"samples",1
"satisfactorily",1
"scarce",1
"scenario",1
"scenarios",1
"scene",1
"sceptical",1
"score",1
"scrutinised",1
"scurrying",1
"secondary",1
"secrecy",1
"section",1
"security",1
"segments",1
"sell",1
"selling",1
"sells",1
"semi",1
"sending",1
"separating",1
"september",1
"sequential",1
"sera",1
"series",1
"serves",1
"sets",1
"setters",1
"setting",1
"settings",1
"severe",1
"shaping",1
"shareholding",1
"shareholdings",1
"sharing",1
"shed",1
"sheds",1
"shell's",1
"shirking",1
"shorten",1
"shorter",1
"sign",1
"signalling",1
"singapore",1
"singaporean",1
"sit",1
"situation",1
"skeletal",1
"sls",1
"socialised",1
"societas",1
"sociology",1
"software",1
"solo",1
"solution",1
"solve",1
"sont",1
"sophistication",1
"sovereignty",1
"sox",1
"spain",1
"spanners",1
"specialised",1
"specification",1
"spend",1
"spheres",1
"spilled",1
"spite",1
"sponsorship",1
"stabilisation",1
"stable",1
"stage",1
"stakes",1
"standing",1
"start",1
"starting",1
"starts",1
"statewide",1
"statistical",1
"statistically",1
"statutory",1
"stay",1
"steward",1
"stewards",1
"stimulate",1
"stockholm",1
"stocks",1
"strengthened",1
"strengths",1
"striking",1
"stringent",1
"struck",1
"studied",1
"studying",1
"stulz",1
"style",1
"subjectively",1
"subsequent",1
"substantiate",1
"substitute",1
"substituted",1
"substitutive",1
"succeeded",1
"succeeds",1
"successfully",1
"successively",1
"suffering",1
"sufficiently",1
"summarises",1
"summers",1
"summit",1
"superior",1
"supervision",1
"supportive",1
"surge",1
"surprising",1
"surprisingly",1
"surrounding",1
"surveyed",1
"suspect",1
"sustain",1
"sustainability's",1
"switzerland",1
"syse",1
"systemic",1
"tackle",1
"taiwan's",1
"targets",1
"tax",1
"taxes",1
"teaching",1
"technique",1
"techniques",1
"template",1
"ten",1
"tended",1
"tenets",1
"tentative",1
"testing",1
"text",1
"thai",1
"thailand",1
"themes",1
"theorists",1
"thesis",1
"thick",1
"thinking",1
"thirds",1
"thresholds",1
"ties",1
"till",1
"times",1
"tnc",1
"tocqueville's",1
"tolerance",1
"topic",1
"traces",1
"track",1
"trade",1
"traders",1
"tradition",1
"traditions",1
"tragedy",1
"transformed",1
"transition",1
"transparent",1
"treat",1
"treated",1
"treatment",1
"trillion",1
"triple",1
"trucost",1
"trustee",1
"tsx",1
"tunisia",1
"tunnelling",1
"turbulent",1
"twelve",1
"tying",1
"typically",1
"uk's",1
"unable",1
"unaddressed",1
"unanimous",1
"unauthorised",1
"unbalanced",1
"uncertainties",1
"unchanging",1
"unclear",1
"unconsciously",1
"unconventional",1
"underinvestment",1
"undermine",1
"underpinned",1
"underserved",1
"understandably",1
"understood",1
"undertaking",1
"unexplained",1
"unfavourable",1
"unfilled",1
"unitarist",1
"unitary",1
"univariate",1
"universally",1
"unresolved",1
"unusual",1
"unusually",1
"unwilling",1
"uo",1
"usefully",1
"usefulness",1
"utilisation",1
"utilised",1
"vacuum",1
"valorisent",1
"vanish",1
"variability",1
"verified",1
"verifies",1
"versa",1
"version",1
"vi",1
"vice",1
"viewpoint",1
"vigilant",1
"vigorous",1
"villalonga",1
"virtually",1
"visibility",1
"vision",1
"vulnerable",1
"wages",1
"warrants",1
"watershed",1
"wave",1
"waves",1
"weaken",1
"weakness",1
"weapons",1
"web",1
"websites",1
"weighted",1
"weighting",1
"western",1
"whites",1
"widespread",1
"window",1
"withdrawal",1
"woman",1
"workgroups",1
"workplaces",1
"worth",1
"www.fidcap.org",1
"yield",1
"yields",1
"zahra",1
"zardkoohi",1
