"word","n"
"latitude",1
"law's",1
"layoff",1
"leakage",1
"learn",1
"learned",1
"lemons",1
"lend",1
"lenient",1
"lesser",1
"leveraged",1
"leveraging",1
"liabilities",1
"liability",1
"liberation",1
"linearization",1
"linked",1
"liquidating",1
"liquidations",1
"liquiditya",1
"litigation",1
"living",1
"locally",1
"located",1
"log",1
"longa",1
"lookback",1
"lucas",1
"luck",1
"lumpy",1
"lustig",1
"machine",1
"macro",1
"macrofinance",1
"madrigal's",1
"magnitudes",1
"maintain",1
"maintained",1
"majority",1
"makers",1
"makes",1
"managed",1
"mandatory",1
"manipulate",1
"manner",1
"map",1
"margins",1
"marketing",1
"markups",1
"married",1
"martingale",1
"maryland",1
"mask",1
"match",1
"matched",1
"matches",1
"material",1
"materialize",1
"materially",1
"maturity",1
"maximizes",1
"maximizing",1
"median",1
"mediocre",1
"medium",1
"meeting",1
"meetings",1
"membership",1
"mergers",1
"methods",1
"metrics",1
"metro",1
"mexican",1
"mexico",1
"microdata",1
"microlevel",1
"microstructure",1
"mid",1
"mild",1
"mile",1
"mind",1
"minimizing",1
"mining",1
"minute",1
"mirror",1
"misclassified",1
"misleading",1
"mistakenly",1
"mix",1
"mixed",1
"modeled",1
"moderates",1
"moneya",1
"monotonicity",1
"montgomery",1
"months",1
"mortar",1
"mouth",1
"move",1
"moves",1
"multiagent",1
"multifactor",1
"multiperiod",1
"multiples",1
"multisector",1
"multiyear",1
"municipalities",1
"municipality",1
"mutually",1
"napoleonic",1
"nationwide",1
"necessarily",1
"neglect",1
"neighbors",1
"newly",1
"nfa",1
"noisier",1
"nonagriculture",1
"nonbank",1
"noncognitive",1
"noncollateralizeable",1
"noncommercial",1
"noncommittee",1
"nonequity",1
"nonetheless",1
"nonfinancial",1
"nonindexed",1
"noninformational",1
"noninvestment",1
"nonmonotone",1
"nonnegligible",1
"nonpecuniary",1
"nontrade",1
"nonzero",1
"normal",1
"norms",1
"notably",1
"note",1
"notion",1
"numerical",1
"numerous",1
"nurture",1
"obligations",1
"observation",1
"obtain",1
"obtaining",1
"occupancy",1
"occupational",1
"occupied",1
"occur",1
"occurred",1
"occurring",1
"occurs",1
"offering",1
"offerings",1
"offers",1
"offset",1
"omits",1
"omnipresent",1
"operation",1
"operational",1
"operations",1
"operator",1
"opinions",1
"opposed",1
"opposite",1
"opt",1
"optimistically",1
"ordonnance",1
"original",1
"originate",1
"originator",1
"orthogonal",1
"ostensibly",1
"outcome",1
"outperforms",1
"outsized",1
"outsourced",1
"overconfident",1
"overdrafts",1
"overestimated",1
"overexposed",1
"overreliance",1
"overshoot",1
"overvalued",1
"owners",1
"p.p",1
"pace",1
"par",1
"parameterizations",1
"partial",1
"participate",1
"participating",1
"partners",1
"paths",1
"payable",1
"payment",1
"payoff",1
"payoffs",1
"payout",1
"pecking",1
"penalize",1
"perception",1
"perceptions",1
"perfectly",1
"perform",1
"permanent",1
"permits",1
"perpetuates",1
"persist",1
"person",1
"personally",1
"perspective",1
"pervasively",1
"perverse",1
"phenomenon",1
"physical",1
"placebo",1
"platform",1
"plausibly",1
"plays",1
"pledge",1
"pledgeable",1
"plunged",1
"polarize",1
"popular",1
"porta's",1
"portion",1
"possess",1
"possessory",1
"postcrisis",1
"powerful",1
"practices",1
"prearranging",1
"precautions",1
"precrisis",1
"predate",1
"predation",1
"predictable",1
"predicted",1
"preexisting",1
"prefer",1
"preferred",1
"preservation",1
"president",1
"presumed",1
"prevalent",1
"previous",1
"preyed",1
"pride",1
"primary",1
"priming",1
"principal's",1
"procedure",1
"processes",1
"processing",1
"procurement",1
"producers",1
"profound",1
"program",1
"program's",1
"prohibited",1
"projection",1
"projections",1
"projects",1
"prolonged",1
"promising",1
"promoted",1
"prone",1
"proof",1
"propagate",1
"propensities",1
"proportionate",1
"proposals",1
"proposes",1
"proposition",1
"prospectuses",1
"protected",1
"provided",1
"providing",1
"proxied",1
"publicly",1
"purchased",1
"purposes",1
"pursue",1
"pursuing",1
"quadratic",1
"qualitatively",1
"quantifies",1
"quantities",1
"quarter",1
"quarterly",1
"quasi",1
"quiet",1
"quotations",1
"races",1
"radius",1
"ranges",1
"rankings",1
"rare",1
"rarely",1
"ratchet",1
"rationalize",1
"rationally",1
"rations",1
"reactions",1
"realizations",1
"realize",1
"reallocate",1
"reallocates",1
"rebalance",1
"rebounds",1
"recalled",1
"recapitalizations",1
"receive",1
"recently",1
"recessions",1
"reckless",1
"reconcile",1
"record",1
"records",1
"recourse",1
"recovered",1
"recoveries",1
"recursive",1
"redistributive",1
"reflect",1
"reforms",1
"regime",1
"regression",1
"regret",1
"regularities",1
"regulating",1
"regulation",1
"regulator",1
"reinvest",1
"relate",1
"relates",1
"relaxing",1
"release",1
"relevant",1
"reliability",1
"reliable",1
"reliably",1
"reliance",1
"relief",1
"reluctance",1
"remain",1
"remains",1
"remedy",1
"removed",1
"removes",1
"renegotiations",1
"rent",1
"renting",1
"reorganization",1
"reorganized",1
"repackaging",1
"repayment",1
"repayments",1
"repeat",1
"repetitions",1
"replenished",1
"replicates",1
"report",1
"reports",1
"represent",1
"representation",1
"representatives",1
"represented",1
"repudiated",1
"repurchases",1
"require",1
"requirement",1
"reserve",1
"reset",1
"residential",1
"resilient",1
"resist",1
"responded",1
"respondents",1
"restrictions",1
"resulted",1
"retailer",1
"retain",1
"retirees",1
"retirements",1
"reveal",1
"revealed",1
"reversal",1
"reversals",1
"reversible",1
"revisions",1
"revisit",1
"revisiting",1
"reward",1
"rhodes",1
"riddiough",1
"ride",1
"rises",1
"rising",1
"riskier",1
"robinson",1
"robustly",1
"roles",1
"rolling",1
"ross",1
"roughly",1
"round",1
"roussanov",1
"rules",1
"runs",1
"rural",1
"sacrifice",1
"safer",1
"safety",1
"salaries",1
"sale",1
"salient",1
"sarno",1
"satisfy",1
"scaillet",1
"scarce",1
"screening",1
"searching",1
"sec",1
"seconda",1
"secondary",1
"sectors",1
"secured",1
"seekers",1
"segmented",1
"selectivity",1
"senior",1
"seniority",1
"sensational",1
"sensitive",1
"separable",1
"september",1
"serve",1
"servicing",1
"settings",1
"shallow",1
"shape",1
"shaping",1
"sharp",1
"sharply",1
"sheds",1
"shield",1
"shiller",1
"shorta",1
"shortcoming",1
"shorter",1
"shorts",1
"shown",1
"shrink",1
"shrinkage",1
"shrinks",1
"shrouding",1
"silent",1
"simulation",1
"simulations",1
"skin",1
"slack",1
"slumps",1
"smooths",1
"society",1
"socioeconomic",1
"soe",1
"soes",1
"solutions",1
"sophistication",1
"sorensen",1
"sorting",1
"sorts",1
"special",1
"specialist",1
"spectrum",1
"speculator's",1
"speed",1
"spike",1
"spillover",1
"split",1
"spook",1
"sports",1
"spouses",1
"square",1
"stability",1
"staggered",1
"stakes",1
"standards",1
"startup¡¦s",1
"statea",1
"stated",1
"statics",1
"statute",1
"steady",1
"steering",1
"stickier",1
"stickiness",1
"sticky",1
"stochastically",1
"stop",1
"stopping",1
"storage",1
"strategic",1
"strategically",1
"stream",1
"streams",1
"strengthens",1
"structures",1
"studied",1
"style",1
"styles",1
"submissions",1
"submit",1
"suboptimal",1
"subset",1
"subsets",1
"subsidiaries",1
"substitute",1
"substitutes",1
"success",1
"suddenly",1
"suffered",1
"suggested",1
"suitable",1
"sundaresan",1
"supervisory",1
"suppliers",1
"supported",1
"surged",1
"surges",1
"surplus",1
"surprises",1
"surviving",1
"suspected",1
"sustain",1
"sustainable",1
"sw's",1
"swedish",1
"swiss",1
"switch",1
"synchronicity",1
"synchronizes",1
"tail",1
"takes",1
"tangible",1
"targeted",1
"targets",1
"tasks",1
"taxpayers",1
"teaches",1
"technical",1
"technological",1
"temptation",1
"tendency",1
"tension",1
"termism",1
"testing",1
"text",1
"textual",1
"thea",1
"theoretically",1
"thin",1
"threat",1
"thumb",1
"ticket",1
"tie",1
"tightening",1
"tighter",1
"tightly",1
"timea",1
"toa",1
"tobin's",1
"tolerant",1
"tracing",1
"track",1
"tracks",1
"tractable",1
"tradable",1
"tradeable",1
"transfers",1
"transformation",1
"transition",1
"transitional",1
"transitioned",1
"translate",1
"trap",1
"traps",1
"treasuries",1
"treasury",1
"triggered",1
"trip",1
"trusted",1
"trustees",1
"tunneling",1
"tversky's",1
"twist",1
"ubiquitous",1
"ultimately",1
"unaffected",1
"unaffiliated",1
"unanticipated",1
"unbalances",1
"unbounded",1
"unbundle",1
"uncertainties",1
"unconditional",1
"unconstrained",1
"unconventionally",1
"uncorrelated",1
"underestimated",1
"underestimates",1
"underexposed",1
"underfunded",1
"underfunding",1
"underperforming",1
"underpredict",1
"underpriced",1
"underreaction",1
"undersave",1
"undershoot",1
"understand",1
"understanding",1
"understates",1
"undertake",1
"underused",1
"undervalued",1
"underwatera",1
"undeveloped",1
"undiversifiable",1
"undone",1
"unethical",1
"unexpectedly",1
"unexplained",1
"unfaithful",1
"unfavorable",1
"uniformly",1
"uninsured",1
"unit",1
"universal",1
"universe",1
"unlevering",1
"unobserved",1
"unpriced",1
"unrelated",1
"unsatisfactorily",1
"unscheduled",1
"unsecured",1
"unsound",1
"unwilling",1
"unwillingness",1
"update",1
"updated",1
"vacancies",1
"vacancy",1
"valid",1
"validating",1
"variables",1
"variations",1
"vast",1
"verdelhan",1
"versus",1
"vest",1
"viewed",1
"virtually",1
"viswanathan",1
"vix",1
"volatilities",1
"wang",1
"weak",1
"weakened",1
"weakens",1
"wealthy",1
"weekends",1
"weekly",1
"wella",1
"wermers",1
"widely",1
"willingness",1
"win",1
"winners",1
"women",1
"worldwide",1
"worse",1
"wrong",1
"xue",1
"yielding",1
"zhang",1
